index,model,model_score,runtime_sec,fps,input_scale,iou,dice,precision,recall,boundary_f1
639,SAM-ViT-B,0.9786156415939331,0.45272770899998704,2.208833212813198,3.843843843843844,0.8809561857849728,0.9367110116042671,0.8908036690270529,0.9876070943061145,0.0800135606907832
2566,STT-B,0.9140551090240479,0.0759376800000382,13.168693065148908,3.843843843843844,0.8530768475804452,0.920713945235789,0.8561578619033864,0.9957992820587352,0.22277511461549096
2566,SAM-ViT-B,0.9819998145103455,0.4413575529999889,2.265736687188913,3.843843843843844,0.8432715291682785,0.9149726622737777,0.8454563119370279,0.9969449324062487,0.1990059225880305
1487,STT-B,0.904862642288208,0.10005034299990712,9.994968233151669,3.342036553524804,0.7026117005957286,0.8253340445738638,0.7910514764563071,0.8627226982181797,0.1046654423073391
1487,SAM-ViT-B,0.9892194271087646,0.45485547900000256,2.1985005043766757,3.342036553524804,0.7799779277556815,0.8763905614707608,0.7802097486411388,0.9996192030461039,0.033530566999723975
1442,STT-B,0.8859724998474121,0.09533515600003284,10.489309945637007,3.4133333333333336,0.03693931398416303,0.07124681933841154,0.9999999999957229,0.03693931398416303,0.0
1442,SAM-ViT-B,0.9866601228713989,0.4521523180000031,2.2116440858321402,3.4133333333333336,0.036907714913175724,0.07118804187172269,0.9999999999957192,0.036907714913175724,0.0
3046,STT-B,0.8866977095603943,0.10919509199993627,9.157920760766277,3.855421686746988,0.5429783924524832,0.7038055686437028,0.6738072258821128,0.7365994632902736,0.0659836884875801
3046,SAM-ViT-B,0.9542356729507446,0.4632179200000337,2.1588111271686707,3.855421686746988,0.6260684681577632,0.7700394914699512,0.6262394022128717,0.9995642101880778,0.03380693002924832
1503,STT-B,0.6457275748252869,0.11304366500007745,8.846139233006244,3.8323353293413174,0.7476115768275245,0.8555809388544785,0.8479967065509293,0.8633020577020708,0.035046459878962356
1503,SAM-ViT-B,0.9810358881950378,0.45931980900002145,2.1771323169734083,3.8323353293413174,0.8053526126105631,0.8921831746165231,0.8053526126105631,0.9999999999998649,0.0
20,STT-B,0.7600148916244507,0.06384394899998824,15.663191510916471,5.688888888888889,0.7252304663020448,0.8407345922386176,0.8159299164224992,0.8670947030488313,0.2984586997544772
20,SAM-ViT-B,0.7899171113967896,0.4360511109999834,2.293309143753192,5.688888888888889,0.1682813512929179,0.28808360435897346,0.1682813512929179,0.9999999999989299,0.0
3054,STT-B,0.9468041062355042,0.06610773700003847,15.126822447415165,3.4133333333333336,0.8482998041657739,0.9179244646932722,0.8944641549809663,0.9426485716544785,0.1639135673952679
3054,SAM-ViT-B,0.9844958782196045,0.43783213100005014,2.2839803869942235,3.4133333333333336,0.836082824168222,0.9107245197906388,0.854738522399824,0.9745588351663816,0.1373291783011969
3539,STT-B,0.8611409068107605,0.06939538400001766,14.410180365883495,3.843843843843844,0.8855550566543712,0.9393043746234099,0.8888653234356074,0.9958121714333673,0.24616673149528248
3539,SAM-ViT-B,0.9801386594772339,0.44101185599993187,2.2675127355309797,3.843843843843844,0.8036714000815004,0.8911505721554224,0.8079617372817992,0.9934360984879286,0.05177619933918591
3668,STT-B,0.8083873391151428,0.06623614799991628,15.097496309738059,3.4133333333333336,0.8298935078891078,0.9070402231728116,0.8453376125788867,0.9784596334104652,0.06560496621756018
3668,SAM-ViT-B,0.964252769947052,0.4388890929999434,2.278479953021136,3.4133333333333336,0.8395793036749469,0.912794900440237,0.8395894534507381,0.9999856013590878,0.03418694703010328
365,STT-B,0.8659929633140564,0.06490066499998193,15.408162612821894,3.4133333333333336,0.7496506974209926,0.8569146956315191,0.8532249804586328,0.8606364612643774,0.1522579106908969
365,SAM-ViT-B,0.9536721706390381,0.44097963699994125,2.267678405295919,3.4133333333333336,0.7868373764599338,0.8807039597736744,0.7868373764599338,0.9999999999998641,0.023332669709103616
2623,STT-B,0.8435923457145691,0.060203327000067475,16.610377695552927,2.711864406779661,0.8280330587353124,0.9059278821884875,0.828642550286957,0.9991125024202868,0.055758375359771795
2623,SAM-ViT-B,0.9860885739326477,0.4412682380000206,2.266195284148127,2.711864406779661,0.8109395446217207,0.8956009017861656,0.8109395446217207,0.9999999999998387,0.002907605683608573
371,STT-B,0.8152678608894348,0.06581319400004304,15.194521633448545,2.8828828828828827,0.7415740510195474,0.8516135740371387,0.7430372856752375,0.997351517549698,0.09447204125961899
371,SAM-ViT-B,0.9513757824897766,0.44758577799996146,2.2342086124105713,2.8828828828828827,0.7263078760003702,0.8414581038500857,0.7263239358760141,0.9999695576726843,0.030885775890926608
2969,STT-B,0.8425450921058655,0.0698617570000124,14.313982970680547,3.4133333333333336,0.7988754831907126,0.8881943087842035,0.8555419268509067,0.9234379936510368,0.14873934500694486
2969,SAM-ViT-B,0.999768078327179,0.44142354400003114,2.2653979688947663,3.4133333333333336,0.8399185748061296,0.9129953752378753,0.8403329454029196,0.9994132603166891,0.10286483380947088
3097,STT-B,0.9183695316314697,0.0632437149999987,15.811847865041143,3.2,0.8063193230778485,0.8927760587800542,0.8163916044709317,0.984929508993472,0.13483815978276967
3097,SAM-ViT-B,0.9907527565956116,0.442331961999912,2.260745516735232,3.2,0.7925590749118833,0.88427665900031,0.7928115203431975,0.999598402062734,0.06402312594130959
357,STT-B,0.646324634552002,0.08284248199993272,12.071101394581733,3.843843843843844,0.12848132372209678,0.2277066018218605,0.9990445859840795,0.12849711219427007,0.023325506694422675
357,SAM-ViT-B,0.937092125415802,0.44361374400000386,2.2542132959703594,3.843843843843844,0.7442307106055105,0.8533626957492916,0.7442307106055105,0.9999999999995903,0.00844753753379384
1339,STT-B,0.8443759083747864,0.06906818400000247,14.478446400153857,3.843843843843844,0.7114339759324219,0.8313893330822991,0.7116344605472175,0.9996041619537437,0.07569259076331987
1339,SAM-ViT-B,0.9588010907173157,0.4442737080000825,2.250864685424541,3.843843843843844,0.6720376985632469,0.8038547206689387,0.6720376985632469,0.9999999999994345,0.024551010736680052
410,STT-B,0.6799626350402832,0.06468248400005905,15.460136008368002,3.2736572890025575,0.6704458272950865,0.8027148397631351,0.7289021519525628,0.8931613254898152,0.09948863153730902
410,SAM-ViT-B,0.9634647369384766,0.440318738999963,2.2710820853801637,3.2736572890025575,0.5593612236859783,0.7174235388049146,0.5593612236859783,0.999999999999773,0.019991844562138032
595,STT-B,0.7590612173080444,0.07249545699994542,13.793967806848269,3.843843843843844,0.779419655755653,0.8760380422173798,0.8073108165879405,0.9575557809325773,0.18735184259616253
595,SAM-ViT-B,0.9458190202713013,0.44255538799995975,2.2596041695917415,3.843843843843844,0.7429246181385963,0.8525034420961051,0.7490878365400203,0.9890466531435146,0.13218669435745198
377,STT-B,0.8072947263717651,0.06865253700004814,14.566104090214449,3.5359116022099446,0.03665632845960354,0.07072031000683167,0.999999999997314,0.03665632845960354,0.0
377,SAM-ViT-B,0.9848473072052002,0.445061614999986,2.2468799067293896,3.5359116022099446,0.0368827844237644,0.071141666112745,0.9999999999973305,0.0368827844237644,0.0
2296,STT-B,0.8851227164268494,0.07925813500003187,12.617001396760067,2.2614840989399294,0.6739035571341785,0.8051880339963445,0.7075442883322803,0.9340968807720716,0.03120931741040758
2296,SAM-ViT-B,0.9852200150489807,0.4442996600000697,2.2507332101038364,2.2614840989399294,0.8732464585338517,0.9323348292539384,0.8801614943424488,0.9910832747989677,0.10160116041646466
478,STT-B,0.774598240852356,0.0689636590000191,14.500390705773354,3.4133333333333336,0.7995776799351845,0.8886281363124963,0.8079385015812225,0.9872231056541942,0.04971416545687955
478,SAM-ViT-B,0.9715357422828674,0.4437413179999794,2.2535652179228585,3.4133333333333336,0.7983793455275559,0.8878875833545016,0.7994432681343857,0.9983358603600092,0.03488476942704621
1399,STT-B,0.7340215444564819,0.06605434799996601,15.139048832947598,3.4133333333333336,0.649874055415554,0.7877862595419383,0.8200728986413338,0.7579456001451014,0.02289559059204378
1399,SAM-ViT-B,0.9712861776351929,0.4473613769999929,2.235329314090554,3.4133333333333336,0.7527007723823462,0.8589039090331921,0.7537516702640942,0.9981511308725984,0.04231240902293459
