index,model,model_score,runtime_sec,fps,input_scale,iou,dice,precision,recall,boundary_f1
2273,SAM-ViT-B,0.9946146011352539,0.42922185000008994,2.3297975161324858,3.4133333333333336,0.8614344878740524,0.9255598233359245,0.8614344878740524,0.9999999999997609,0.061295966987653036
2447,STT-B,0.9600235223770142,0.07069647799994527,14.144976217920984,3.8208955223880596,0.491207132577443,0.6588046983498894,0.9999999999998214,0.491207132577443,0.0
2447,SAM-ViT-B,0.9773394465446472,0.43658175799998844,2.2905217217069946,3.8208955223880596,0.9259592277133085,0.9615564175911449,0.9311042067366202,0.994067885850592,0.10833447828435394
663,STT-B,0.6607080698013306,0.058024504000059096,17.23409820097698,2.56,0.8512088632715612,0.9196248788127092,0.9011711113681905,0.9388502217456085,0.12912683249993015
663,SAM-ViT-B,0.9525390863418579,0.4319318849999263,2.315179857583727,2.56,0.8729223588341943,0.9321500752199331,0.8946051265297981,0.9729844619415293,0.10379737215002961
44,STT-B,0.9831496477127075,0.06863516800001435,14.569790227654007,4.280936454849498,0.39164865744983696,0.5628556537646848,0.8824372998929821,0.41320881420511096,0.016845724443733057
44,SAM-ViT-B,0.9800297021865845,0.4324633169999288,2.312334851744581,4.280936454849498,0.8303034232364069,0.9072850027983176,0.8303034232364069,0.9999999999998439,0.0
3468,STT-B,0.8812928795814514,0.06746879700006048,14.821666377112129,3.4133333333333336,0.7045553638792242,0.8266734877719646,0.8026000388708397,0.8522357257507792,0.13235636883561971
3468,SAM-ViT-B,0.9649937152862549,0.4283190950000062,2.334707958794098,3.4133333333333336,0.7801213470236268,0.8764810874584412,0.7822416617166547,0.9965374914008264,0.04815334757015658
2732,STT-B,0.8241750001907349,0.07079288900001757,14.125712541548515,3.8323353293413174,0.7002455690792759,0.8236993312189319,0.731037173270506,0.9432619013368738,0.14406025435837766
2732,SAM-ViT-B,0.9663094878196716,0.4353309719999743,2.297102812156584,3.8323353293413174,0.6828907802860797,0.8115687462141697,0.7010044993195035,0.9635409175888368,0.11580764704814377
445,STT-B,0.6398888826370239,0.08107296299999689,12.33456830731644,4.571428571428571,0.36224275514470694,0.5318328965621505,0.8992571354087069,0.37756497947995754,0.055764878387760515
